Time, Frames per second [F/S], RAM usage [B], CPU usage [%], GPU temperature [C], GPU utilization [%], VRAM used [B]
112, 30, 101568512, 0, 53, 3, 1025257472
113, 733, 101568512, 0, 53, 3, 1025257472
114, 63, 101568512, 0, 53, 3, 1025257472
115, 59, 101568512, 0, 53, 3, 1025257472
116, 59, 101568512, 0, 53, 3, 1025257472
117, 59, 101568512, 0, 53, 3, 1025257472
118, 60, 101568512, 0, 53, 3, 1025257472
119, 60, 101568512, 0, 53, 3, 1025257472
120, 59, 101568512, 0, 53, 3, 1025257472
121, 60, 101568512, 0, 53, 3, 1025257472
122, 58, 101568512, 0, 53, 3, 1025257472
123, 61, 101568512, 0, 53, 3, 1025257472
124, 59, 101568512, 0, 53, 3, 1025257472
125, 60, 101568512, 0, 53, 3, 1025257472
126, 61, 101568512, 0, 53, 3, 1025257472
127, 59, 101568512, 0, 53, 3, 1025257472
128, 59, 101568512, 0, 53, 3, 1025257472
129, 59, 101568512, 0, 53, 3, 1025257472
130, 58, 101568512, 0, 53, 3, 1025257472
131, 61, 101568512, 0, 53, 3, 1025257472
132, 60, 101568512, 0, 53, 3, 1025257472
133, 59, 101568512, 0, 53, 3, 1025257472
134, 60, 101568512, 0, 53, 3, 1025257472
135, 59, 101568512, 0, 53, 3, 1025257472
136, 58, 101568512, 0, 53, 3, 1025257472
137, 59, 101568512, 0, 53, 2, 1025257472
138, 61, 101568512, 0, 53, 2, 1025257472
139, 60, 101568512, 0, 53, 2, 1025257472
140, 56, 101568512, 0, 53, 2, 1025257472
141, 62, 101568512, 0, 53, 2, 1025257472
142, 58, 101572608, 0, 53, 2, 1025257472
143, 61, 101572608, 0, 53, 2, 1025257472
144, 59, 101572608, 0, 53, 2, 1025257472
145, 61, 101572608, 0, 53, 2, 1025257472
146, 59, 101572608, 0, 53, 2, 1025257472
147, 59, 101572608, 0, 53, 2, 1025257472
148, 60, 101572608, 0, 53, 2, 1025257472
149, 60, 101572608, 0, 53, 2, 1025257472
150, 60, 101572608, 0, 53, 2, 1025257472
151, 59, 101572608, 0, 53, 2, 1025257472
152, 58, 101572608, 0, 53, 2, 1025257472
153, 59, 101572608, 0, 53, 2, 1025257472
154, 61, 101572608, 0, 53, 2, 1025257472
155, 59, 101572608, 0, 53, 2, 1025257472
156, 60, 101572608, 0, 53, 2, 1025257472
157, 60, 101572608, 0, 53, 2, 1025257472
158, 59, 101572608, 0, 53, 2, 1025257472
159, 60, 101572608, 0, 53, 2, 1025257472
160, 58, 101572608, 0, 53, 2, 1025257472
161, 61, 101572608, 0, 53, 2, 1025257472
162, 60, 101572608, 0, 53, 2, 1025257472
163, 55, 101572608, 0, 53, 2, 1025257472
164, 65, 101572608, 7.65967, 53, 2, 1025257472
165, 58, 101572608, 8.13792, 53, 2, 1025257472
166, 58, 101572608, 0, 53, 2, 1025388544
