Time, Frames per second [F/S], RAM usage [B], CPU usage [%], GPU temperature [C], GPU utilization [%], VRAM used [B]
41, 60, 152514560, 0, 53, 14, 1180831744
42, 57, 152514560, 0, 53, 14, 1180831744
43, 59, 152514560, 0, 53, 14, 1180831744
44, 57, 152514560, 0, 53, 14, 1180831744
45, 60, 152514560, 0, 53, 14, 1180831744
46, 62, 152514560, 0, 53, 14, 1185316864
47, 60, 152514560, 0, 53, 14, 1185353728
48, 58, 152514560, 0, 53, 14, 1185714176
49, 34, 152514560, 0, 53, 14, 1185845248
50, 159, 152514560, 0, 53, 14, 1185845248
51, 66, 152514560, 0, 53, 14, 1185845248
52, 62, 152514560, 0, 53, 14, 1185845248
53, 60, 152514560, 0, 53, 21, 1185976320
54, 57, 152514560, 0, 53, 21, 1185976320
55, 63, 152514560, 0, 53, 21, 1185976320
56, 56, 152514560, 0, 53, 21, 1186451456
57, 65, 152514560, 0, 53, 21, 1186451456
58, 55, 152514560, 0, 53, 21, 1187500032
59, 58, 152514560, 0, 53, 21, 1187500032
60, 63, 152514560, 0, 53, 21, 1187500032
61, 60, 152514560, 0, 53, 21, 1188876288
62, 34, 152514560, 0, 53, 21, 1188876288
63, 175, 152514560, 8.96313, 53, 21, 1188876288
64, 65, 152514560, 15.319, 53, 21, 1188876288
65, 56, 152514560, 0, 53, 21, 1188876288
66, 59, 152514560, 0, 53, 21, 1188876288
67, 65, 152514560, 0, 53, 21, 1188876288
68, 60, 152514560, 0, 53, 21, 1188876288
69, 59, 152514560, 0, 53, 21, 1188876288
70, 60, 152514560, 0, 53, 21, 1187827712
71, 58, 152514560, 0, 53, 21, 1187893248
72, 60, 152514560, 0, 53, 21, 1187893248
73, 60, 152514560, 0, 53, 21, 1187893248
74, 62, 152514560, 0, 53, 21, 1187893248
75, 59, 152514560, 0, 53, 21, 1187893248
76, 53, 152514560, 0, 53, 21, 1187893248
77, 65, 152514560, 0, 53, 21, 1187893248
78, 63, 152514560, 0, 53, 21, 1187893248
79, 56, 152514560, 0, 53, 21, 1187893248
80, 63, 152514560, 15.2927, 53, 21, 1187893248
81, 61, 152514560, 0, 53, 21, 1187893248
82, 59, 152514560, 0, 53, 21, 1187893248
83, 60, 152514560, 0, 53, 21, 1187893248
84, 54, 152514560, 0, 53, 21, 1187893248
85, 61, 152514560, 0, 53, 21, 1187893248
86, 65, 152514560, 0, 53, 21, 1187893248
87, 60, 152514560, 0, 53, 21, 1187893248
88, 59, 152514560, 0, 53, 21, 1187893248
89, 60, 152514560, 0, 53, 21, 1187893248
90, 59, 152514560, 0, 53, 21, 1187893248
91, 60, 152514560, 0, 53, 21, 1187893248
92, 59, 152514560, 0, 53, 21, 1187893248
93, 60, 152514560, 0, 53, 21, 1187893248
94, 58, 152514560, 0, 53, 21, 1187893248
95, 58, 152514560, 0, 53, 21, 1187893248
96, 61, 152514560, 7.23335, 53, 21, 1187893248
97, 53, 152522752, 0, 53, 21, 1187893248
98, 70, 152522752, 0, 53, 21, 1187893248
99, 50, 152522752, 0, 53, 21, 1187893248
100, 76, 152522752, 0, 53, 21, 1187893248
101, 52, 152522752, 0, 53, 21, 1187893248
102, 68, 152522752, 0, 53, 21, 1187893248
103, 51, 152522752, 0, 53, 21, 1187893248
104, 65, 152522752, 0, 53, 21, 1187893248
105, 65, 152522752, 0, 53, 21, 1187893248
106, 57, 152522752, 0, 53, 21, 1187893248
107, 64, 152522752, 0, 53, 21, 1187893248
108, 58, 152522752, 0, 53, 21, 1187893248
109, 57, 152522752, 0, 53, 21, 1187893248
110, 53, 152522752, 6.52988, 53, 21, 1187893248
111, 57, 152522752, 30.0462, 53, 21, 1187893248
112, 62, 152522752, 0, 53, 21, 1187893248
113, 74, 152522752, 0, 53, 21, 1187893248
114, 50, 152522752, 0, 53, 22, 1187893248
115, 72, 152522752, 0, 53, 22, 1187893248
116, 59, 152522752, 0, 53, 22, 1187893248
117, 58, 152522752, 0, 53, 22, 1187893248
118, 59, 152522752, 0, 53, 22, 1187893248
119, 62, 152522752, 0, 53, 22, 1187893248
120, 59, 152522752, 0, 53, 22, 1187893248
121, 53, 152522752, 0, 53, 22, 1188024320
122, 68, 152522752, 0, 53, 22, 1188024320
123, 57, 152522752, 0, 53, 22, 1188024320
124, 61, 152522752, 0, 53, 22, 1188024320
