Time, Frames per second [F/S], RAM usage [B], CPU usage [%], GPU temperature [C], GPU utilization [%], VRAM used [B]
124, 59, 153227264, 0, 54, 23, 1178652672
125, 59, 153227264, 0, 54, 23, 1178652672
126, 57, 153227264, 0, 54, 23, 1178652672
127, 61, 153227264, 0, 54, 23, 1178652672
128, 61, 153227264, 0, 54, 23, 1178652672
129, 58, 153227264, 0, 54, 23, 1178652672
130, 55, 153227264, 0, 54, 23, 1178652672
131, 64, 153227264, 0, 54, 23, 1178652672
132, 60, 153227264, 0, 54, 23, 1178652672
133, 62, 153227264, 0, 54, 23, 1178652672
134, 59, 153227264, 0, 54, 23, 1178652672
135, 60, 153227264, 0, 54, 23, 1178652672
136, 60, 153227264, 0, 54, 23, 1178652672
137, 59, 153227264, 0, 54, 23, 1178652672
138, 60, 153227264, 0, 54, 23, 1178652672
139, 56, 153227264, 0, 54, 23, 1178652672
140, 64, 153227264, 0, 54, 23, 1178652672
141, 59, 153227264, 0, 54, 23, 1178652672
142, 60, 153227264, 0, 54, 23, 1178652672
143, 58, 153227264, 0, 54, 23, 1178652672
144, 61, 153227264, 0, 54, 23, 1178652672
145, 59, 153227264, 8.13705, 54, 23, 1178652672
146, 60, 153227264, 0, 54, 23, 1178652672
147, 57, 153227264, 0, 54, 23, 1176686592
148, 56, 153227264, 0, 54, 23, 1176686592
149, 56, 153227264, 0, 54, 23, 1176686592
150, 69, 153227264, 0, 54, 23, 1176686592
151, 56, 153227264, 0, 54, 23, 1176686592
152, 61, 153227264, 0, 54, 23, 1176686592
153, 60, 153227264, 0, 54, 23, 1176686592
154, 62, 153227264, 0, 54, 23, 1176686592
155, 55, 153227264, 0, 54, 23, 1176686592
156, 63, 153227264, 0, 54, 23, 1176686592
157, 61, 153227264, 0, 54, 23, 1176686592
158, 52, 153227264, 0, 54, 23, 1176686592
159, 66, 153227264, 7.65958, 54, 23, 1174716416
160, 57, 153227264, 0, 54, 23, 1174716416
161, 48, 153227264, 0, 54, 23, 1174716416
162, 66, 153227264, 0, 54, 23, 1174716416
163, 77, 153227264, 0, 54, 23, 1174716416
164, 51, 153227264, 0, 54, 23, 1174716416
165, 67, 153227264, 0, 54, 23, 1174716416
166, 58, 153227264, 0, 54, 23, 1174716416
167, 59, 153227264, 0, 54, 23, 1174716416
168, 61, 153227264, 0, 54, 23, 1174716416
169, 63, 153227264, 0, 54, 23, 1174716416
170, 58, 153227264, 0, 54, 23, 1174716416
171, 61, 153227264, 0, 54, 23, 1174716416
172, 60, 153227264, 0, 54, 23, 1174716416
173, 60, 153227264, 0, 54, 23, 1174716416
174, 56, 153227264, 7.65801, 54, 23, 1174716416
175, 59, 153227264, 0, 54, 23, 1174192128
176, 52, 153227264, 0, 54, 22, 1174192128
177, 77, 153227264, 0, 54, 22, 1174192128
178, 58, 153227264, 0, 54, 22, 1174192128
179, 53, 153227264, 0, 54, 22, 1174192128
180, 66, 153227264, 0, 54, 22, 1174192128
181, 57, 153227264, 0, 54, 22, 1174192128
182, 66, 153227264, 0, 54, 22, 1174192128
183, 58, 153227264, 0, 54, 22, 1174192128
184, 59, 153227264, 0, 54, 22, 1174192128
185, 53, 153227264, 0, 54, 22, 1174192128
186, 69, 153227264, 0, 54, 22, 1174192128
187, 60, 153227264, 0, 54, 22, 1174192128
188, 60, 153227264, 0, 54, 22, 1174192128
189, 59, 153227264, 0, 54, 22, 1174192128
190, 60, 153227264, 0, 54, 22, 1174192128
191, 59, 153227264, 0, 54, 22, 1174192128
192, 60, 153227264, 0, 54, 22, 1174192128
193, 60, 153227264, 0, 54, 22, 1174192128
194, 48, 153227264, 0, 54, 22, 1174192128
